Training started at: 2025-06-12T01:23:53.644163
Configuration: epochs=30, batch_size=512, lr=0.0008
Preprocessed data: /data2/xxw_data/projects/LLM/coconut/data/gsm_train_embeddings_optimized_debug.pkl
================================================================================
Step	Epoch	Loss		Learning_Rate	Timestamp
--------------------------------------------------------------------------------
1	1	967.4928		0.000800		01:25:25
2	2	456.0573		0.000800		01:26:49
3	3	427.8965		0.000800		01:28:36
4	4	420.1457		0.000800		01:30:21
5	5	314.4969		0.000800		01:32:10
6	6	332.3271		0.000800		01:33:58
7	7	303.0663		0.000800		01:35:46
8	8	272.2731		0.000800		01:37:33
9	9	197.1454		0.000800		01:39:21
10	10	252.8760		0.000800		01:41:08
11	11	170.9300		0.000800		01:42:55
12	12	132.2395		0.000800		01:44:44
13	13	128.6531		0.000800		01:46:27
14	14	173.4782		0.000800		01:48:17
15	15	139.0027		0.000800		01:49:59
16	16	153.5248		0.000800		01:51:38
17	17	113.2574		0.000800		01:53:25
18	18	80.5503		0.000800		01:54:58
19	19	108.3905		0.000800		01:56:45
20	20	73.2883		0.000800		01:58:31
21	21	69.2259		0.000800		02:00:19
22	22	67.3899		0.000800		02:02:06
23	23	95.6958		0.000800		02:03:46
24	24	94.7233		0.000800		02:05:32
25	25	62.3500		0.000800		02:07:20
26	26	90.3102		0.000800		02:09:10
27	27	81.3115		0.000800		02:10:52
28	28	61.9227		0.000800		02:12:34
29	29	91.4678		0.000800		02:13:57
30	30	61.3052		0.000800		02:15:19
